Taxon,Total length,No of charsets,atpB_final_alignment.fasta,matK_final_alignment.fasta,ndhF_final_alignment.fasta,rbcL_final_alignment.fasta,
Apocynaceae Metastelma myrtifolium,3422 bp,1,(No data),3422 (2121 indels),(No data),(No data),
Apocynaceae Minaria decussata,3520 bp,1,(No data),3520 (2180 indels),(No data),(No data),
Apocynaceae Minaria grazielae,3519 bp,1,(No data),3519 (2180 indels),(No data),(No data),
Apocynaceae Minaria magisteriana,3520 bp,1,(No data),3520 (2180 indels),(No data),(No data),
Apocynaceae Minaria polygaloides,2358 bp,1,(No data),2358 (1486 indels),(No data),(No data),
Apocynaceae Nautonia nummularia,2315 bp,1,(No data),2315 (1465 indels),(No data),(No data),
Apocynaceae Nephradenia acerosa,2395 bp,1,(No data),2395 (1493 indels),(No data),(No data),
Apocynaceae Nephradenia asparagoides,2328 bp,1,(No data),2328 (1472 indels),(No data),(No data),
Apocynaceae Nephradenia filipes,2383 bp,1,(No data),2383 (1490 indels),(No data),(No data),
Apocynaceae Odontadenia hypoglauca,5332 bp,1,(No data),5332 (3575 indels),(No data),(No data),
Apocynaceae Odontadenia lutea,7150 bp,2,(No data),5707 (3951 indels),(No data),1443 (177 indels),
Apocynaceae Odontadenia perrottetii,5707 bp,1,(No data),5707 (3939 indels),(No data),(No data),
Apocynaceae Orthosia scoparia,3470 bp,1,(No data),3470 (2189 indels),(No data),(No data),
Apocynaceae Oxypetalum banksii,3445 bp,1,(No data),3445 (2137 indels),(No data),(No data),
Apocynaceae Oxypetalum capitatum,3251 bp,1,(No data),3251 (1991 indels),(No data),(No data),
Apocynaceae Oxypetalum minarum,3443 bp,1,(No data),3443 (2137 indels),(No data),(No data),
Apocynaceae Oxypetalum pannosum,3519 bp,1,(No data),3519 (2180 indels),(No data),(No data),
Apocynaceae Oxypetalum sublanatum,3465 bp,1,(No data),3465 (2137 indels),(No data),(No data),
Apocynaceae Oxypetalum warmingii,3372 bp,1,(No data),"3372 (1 'N', 2080 indels)",(No data),(No data),
Apocynaceae Oxypetalum wightianum,3519 bp,1,(No data),3519 (2180 indels),(No data),(No data),
Apocynaceae Parahancornia fasciculata,5438 bp,2,(No data),"3919 (1 'N', 2416 indels)",(No data),"1519 (3 'N', 227 indels)",
Apocynaceae Peplonia adnata,2332 bp,1,(No data),2332 (1470 indels),(No data),(No data),
Apocynaceae Peplonia asteria,2059 bp,1,(No data),2059 (1270 indels),(No data),(No data),
Apocynaceae Peplonia macrophylla,2389 bp,1,(No data),2389 (1488 indels),(No data),(No data),
Apocynaceae Peplonia organensis,2362 bp,1,(No data),2362 (1485 indels),(No data),(No data),
Apocynaceae Petalostelma martianum,2356 bp,1,(No data),2356 (1488 indels),(No data),(No data),
Apocynaceae Prestonia annularis,5332 bp,1,(No data),5332 (3576 indels),(No data),(No data),
Apocynaceae Prestonia bahiensis,5332 bp,1,(No data),5332 (3561 indels),(No data),(No data),
Apocynaceae Prestonia calycina,5332 bp,1,(No data),5332 (3555 indels),(No data),(No data),
Apocynaceae Prestonia coalita,2994 bp,1,(No data),2994 (1916 indels),(No data),(No data),
Apocynaceae Prestonia didyma,5332 bp,1,(No data),5332 (3575 indels),(No data),(No data),
Apocynaceae Prestonia lagoensis,5332 bp,1,(No data),5332 (3570 indels),(No data),(No data),
Apocynaceae Prestonia quinquangularis,7032 bp,2,(No data),5332 (3566 indels),(No data),1700 (298 indels),
Apocynaceae Prestonia solanifolia,5332 bp,1,(No data),5332 (3569 indels),(No data),(No data),
Apocynaceae Prestonia tomentosa,2994 bp,1,(No data),2994 (1916 indels),(No data),(No data),
Apocynaceae Rauvolfia atlantica,3919 bp,1,(No data),3919 (2435 indels),(No data),(No data),
Apocynaceae Rauvolfia bahiensis,3919 bp,1,(No data),3919 (2435 indels),(No data),(No data),
Apocynaceae Rauvolfia capixabae,3919 bp,1,(No data),3919 (2435 indels),(No data),(No data),
Apocynaceae Rauvolfia grandiflora,3919 bp,1,(No data),3919 (2437 indels),(No data),(No data),
Apocynaceae Rauvolfia ligustrina,4497 bp,2,(No data),3919 (2426 indels),(No data),578 (28 indels),
Apocynaceae Rauvolfia mattfeldiana,3919 bp,1,(No data),3919 (2435 indels),(No data),(No data),
Apocynaceae Rauvolfia moricandii,3919 bp,1,(No data),3919 (2435 indels),(No data),(No data),
Apocynaceae Rauvolfia paraensis,3919 bp,1,(No data),3919 (2435 indels),(No data),(No data),
Apocynaceae Rauvolfia paucifolia,3919 bp,1,(No data),3919 (2435 indels),(No data),(No data),
Apocynaceae Rauvolfia pruinosifolia,3919 bp,1,(No data),3919 (2435 indels),(No data),(No data),
Apocynaceae Rauvolfia sellowii,5438 bp,2,(No data),3919 (2420 indels),(No data),1519 (227 indels),
Apocynaceae Rhabdadenia biflora,2761 bp,2,(No data),2194 (1432 indels),(No data),567 (28 indels),
Apocynaceae Rhabdadenia madida,2994 bp,1,(No data),2994 (1937 indels),(No data),(No data),
Apocynaceae Prestonia riedelii,2994 bp,1,(No data),2994 (1928 indels),(No data),(No data),
Apocynaceae Secondatia densiflora,3777 bp,2,(No data),2994 (1916 indels),(No data),783 (25 indels),
Apocynaceae Skytanthus comp. OUTSIDE,2021 bp,1,(No data),(No data),(No data),2021 (613 indels),
Apocynaceae Spongiosperma comp. OUTSIDE,3919 bp,1,(No data),3919 (2399 indels),(No data),(No data),
Apocynaceae Stipecoma peltigera,5707 bp,1,(No data),5707 (3940 indels),(No data),(No data),
Apocynaceae Tabernaemontana angulata,3919 bp,1,(No data),3919 (2396 indels),(No data),(No data),
Apocynaceae Tabernaemontana catharinensis,5438 bp,2,(No data),3919 (2396 indels),(No data),1519 (227 indels),
Apocynaceae Tabernaemontana flavicans,3919 bp,1,(No data),3919 (2396 indels),(No data),(No data),
Apocynaceae Tabernaemontana hystrix,3919 bp,1,(No data),"3919 (1 'N', 2396 indels)",(No data),(No data),
Apocynaceae Tabernaemontana laeta,3919 bp,1,(No data),3919 (2396 indels),(No data),(No data),
Apocynaceae Tabernaemontana salzmannii,3919 bp,1,(No data),"3919 (2 'N', 2396 indels)",(No data),(No data),
Apocynaceae Tabernaemontana siphilitica,3919 bp,1,(No data),3919 (2396 indels),(No data),(No data),
Apocynaceae Tabernaemontana solanifolia,3919 bp,1,(No data),"3919 (3 'N', 2396 indels)",(No data),(No data),
Apocynaceae Temnadenia odorifera,2994 bp,1,(No data),2994 (1916 indels),(No data),(No data),
Apocynaceae Temnadenia violacea,2994 bp,1,(No data),2994 (1922 indels),(No data),(No data),
Apocynaceae Thevetia peruviana,6777 bp,3,(No data),2063 (1292 indels),4134 (1908 indels),580 (29 indels),
Aptandraceae Aptandra tubicina,5130 bp,2,(No data),3089 (1957 indels),(No data),2041 (613 indels),
Aptandraceae Cathedra comp. OUTSIDE,4516 bp,2,(No data),2839 (1723 indels),(No data),1677 (294 indels),
Aptandraceae Chaunochiton kappleri,3559 bp,2,(No data),"2977 (2 'N', 1846 indels)",(No data),582 (29 indels),
Aquifoliaceae Ilex asperula,1653 bp,1,(No data),(No data),(No data),1653 (345 indels),
Aquifoliaceae Ilex brasiliensis,2041 bp,1,(No data),(No data),(No data),2041 (613 indels),
Aquifoliaceae Ilex brevicuspis,1688 bp,1,(No data),(No data),(No data),1688 (345 indels),
Aquifoliaceae Ilex chamaedryfolia,1653 bp,1,(No data),(No data),(No data),1653 (345 indels),
Aquifoliaceae Ilex dumosa,1685 bp,1,(No data),(No data),(No data),1685 (345 indels),
Aquifoliaceae Ilex microdonta,1653 bp,1,(No data),(No data),(No data),1653 (345 indels),
Aquifoliaceae Ilex paraguariensis,2758 bp,2,(No data),"2228 (3 'N', 1439 indels)",(No data),530 (24 indels),
Aquifoliaceae Ilex pseudobuxus,2912 bp,2,(No data),2193 (1431 indels),(No data),719 (29 indels),
Aquifoliaceae Ilex theezans,2137 bp,1,(No data),2137 (1377 indels),(No data),(No data),
Araceae Anaphyllopsis comp. OUTSIDE,6999 bp,2,(No data),5310 (3563 indels),(No data),1689 (298 indels),
Araceae Anthurium scandens,2561 bp,2,(No data),1980 (1262 indels),(No data),581 (29 indels),
Araceae Asterostigma cryptostylum,4158 bp,1,(No data),"4158 (4 'N', 2612 indels)",(No data),(No data),
Araceae Asterostigma lombardii,4158 bp,1,(No data),"4158 (3 'N', 2612 indels)",(No data),(No data),
Araceae Asterostigma riedelianum,4158 bp,1,(No data),"4158 (4 'N', 2612 indels)",(No data),(No data),
Araceae Caladium bicolor,6511 bp,2,(No data),"5243 (146 'N', 3512 indels)",(No data),1268 (26 indels),
Araceae Dieffenbachia aglaonematifolia,5847 bp,2,(No data),"4158 (1 'N', 2612 indels)",(No data),1689 (298 indels),
Araceae Dieffenbachia humilis,4158 bp,1,(No data),"4158 (3 'N', 2612 indels)",(No data),(No data),
Araceae Dieffenbachia seguine,2092 bp,1,(No data),2092 (1300 indels),(No data),(No data),
Araceae Dracontioides desciscens,6999 bp,2,(No data),5310 (3563 indels),(No data),1689 (298 indels),
Araceae Dracontium polyphyllum,6994 bp,2,(No data),5305 (3562 indels),(No data),1689 (298 indels),
Araceae Heteropsis oblongifolia,6999 bp,2,(No data),5310 (3566 indels),(No data),1689 (298 indels),
Araceae Landoltia punctata,2814 bp,2,(No data),2232 (1439 indels),(No data),582 (29 indels),
Araceae Lemna aequinoctialis,4935 bp,2,(No data),4034 (2495 indels),(No data),901 (343 indels),
Araceae Lemna minuta,5589 bp,2,(No data),4034 (2495 indels),(No data),1555 (207 indels),
Araceae Lemna valdiviana,4937 bp,2,(No data),4034 (2495 indels),(No data),903 (343 indels),
Araceae Monstera adansonii,5881 bp,2,(No data),5300 (3531 indels),(No data),581 (29 indels),
Araceae Montrichardia arborescens,3806 bp,2,(No data),2305 (1483 indels),(No data),"1501 (4 'N', 174 indels)",
Araceae Philodendron bipinnatifidum,5358 bp,1,(No data),5358 (3597 indels),(No data),(No data),
Araceae Philodendron corcovadense,3063 bp,1,(No data),"3063 (5 'N', 2065 indels)",(No data),(No data),
Araceae Philodendron fragrantissimum,2788 bp,2,(No data),2207 (1429 indels),(No data),581 (29 indels),
Araceae Philodendron hederaceum,2669 bp,2,(No data),2088 (1298 indels),(No data),581 (29 indels),
Araceae Philodendron lundii,3063 bp,1,(No data),3063 (2062 indels),(No data),(No data),
Araceae Philodendron oblongum,3063 bp,1,(No data),"3063 (1 'N', 2059 indels)",(No data),(No data),
Araceae Philodendron pedatum,3063 bp,1,(No data),3063 (2058 indels),(No data),(No data),
Araceae Philodendron saxicola,3063 bp,1,(No data),"3063 (2 'N', 2062 indels)",(No data),(No data),
Araceae Philodendron solimoesense,2699 bp,1,(No data),2699 (1799 indels),(No data),(No data),
Araceae Philodendron undulatum,2908 bp,1,(No data),"2908 (2 'N', 1977 indels)",(No data),(No data),
Araceae Pistia stratiotes,3518 bp,2,(No data),1831 (1189 indels),(No data),1687 (298 indels),
Araceae Rhodospatha oblongata,6999 bp,2,(No data),5310 (3547 indels),(No data),1689 (298 indels),
Araceae Scaphispatha gracilis,7141 bp,2,(No data),5452 (3696 indels),(No data),1689 (298 indels),
Araceae Spathicarpa gardneri,4158 bp,1,(No data),"4158 (4 'N', 2612 indels)",(No data),(No data),
Araceae Spathicarpa hastifolia,5846 bp,2,(No data),"4157 (5 'N', 2612 indels)",(No data),1689 (298 indels),
Araceae Spathicarpa sagittifolia,4158 bp,1,(No data),"4158 (4 'N', 2612 indels)",(No data),(No data),
Araceae Spathiphyllum cannifolium,2839 bp,2,(No data),2257 (1440 indels),(No data),582 (29 indels),
Araceae Spirodela intermedia,5491 bp,2,(No data),3936 (2403 indels),(No data),1555 (207 indels),
Araceae Stenospermation ulei,6999 bp,2,(No data),"5310 (3 'N', 3556 indels)",(No data),1689 (298 indels),
Araceae Syngonium angustatum,6028 bp,2,(No data),5452 (3696 indels),(No data),576 (28 indels),
Araceae Taccarum crassispathum,4158 bp,1,(No data),"4158 (5 'N', 2612 indels)",(No data),(No data),
Araceae Taccarum warmingii,4158 bp,1,(No data),"4158 (1 'N', 2612 indels)",(No data),(No data),
Araceae Urospatha sagittifolia,5848 bp,2,(No data),5310 (3560 indels),(No data),538 (26 indels),
Araceae Wolffia brasiliensis,4530 bp,2,(No data),3949 (2419 indels),(No data),581 (29 indels),
Araceae Wolffia columbiana,5189 bp,2,(No data),"3949 (1 'N', 2422 indels)",(No data),1240 (30 indels),
Araceae Wolffiella lingulata,5504 bp,2,(No data),3949 (2416 indels),(No data),"1555 (4 'N', 207 indels)",
Araceae Wolffiella oblonga,5504 bp,2,(No data),3949 (2416 indels),(No data),1555 (207 indels),
Araceae Wolffiella welwitschii,5504 bp,2,(No data),3949 (2416 indels),(No data),1555 (207 indels),
Araceae Zomicarpa steigeriana,5452 bp,1,(No data),5452 (3678 indels),(No data),(No data),
Araliaceae Aralia comp. OUTSIDE,6365 bp,4,1031 (39 indels),1940 (1245 indels),2701 (1186 indels),693 (25 indels),
Araliaceae Dendropanax cuneatus,3620 bp,1,(No data),(No data),3620 (1685 indels),(No data),
Araliaceae Hydrocotyle bonariensis,3269 bp,2,(No data),1719 (1068 indels),(No data),1550 (227 indels),
Araliaceae Hydrocotyle leucocephala,2138 bp,2,(No data),1597 (963 indels),(No data),541 (26 indels),
Araliaceae Hydrocotyle ranunculoides,2300 bp,2,(No data),1719 (1068 indels),(No data),581 (29 indels),
Araliaceae Hydrocotyle verticillata,3931 bp,2,(No data),"3027 (47 'N', 1941 indels)",(No data),904 (343 indels),
Araliaceae Oreopanax capitatus,2788 bp,2,(No data),2207 (1444 indels),(No data),581 (29 indels),
Araliaceae Schefflera angustissima,2814 bp,2,(No data),2086 (1380 indels),(No data),728 (29 indels),
Araliaceae Schefflera morototoni,6378 bp,3,(No data),2191 (1443 indels),3620 (1685 indels),567 (28 indels),
Arecaceae Acrocomia aculeata,8293 bp,4,1683 (145 indels),2079 (1368 indels),2355 (1413 indels),2176 (659 indels),
Arecaceae Allagoptera arenaria,11813 bp,4,1682 (145 indels),5623 (3812 indels),2355 (1413 indels),2153 (655 indels),
Arecaceae Allagoptera brevicalyx,1912 bp,1,(No data),(No data),1912 (1013 indels),(No data),
Arecaceae Allagoptera campestris,1476 bp,1,(No data),(No data),1476 (876 indels),(No data),
Arecaceae Allagoptera caudescens,2025 bp,1,(No data),(No data),(No data),2025 (613 indels),
Arecaceae Allagoptera leucocalyx,1912 bp,1,(No data),(No data),1912 (1013 indels),(No data),
Arecaceae Astrocaryum aculeatissimum,2845 bp,2,(No data),2117 (1376 indels),(No data),728 (29 indels),
Arecaceae Astrocaryum gynacanthum,5920 bp,1,(No data),"5920 (4 'N', 4050 indels)",(No data),(No data),
Arecaceae Astrocaryum huaimi,7436 bp,2,(No data),5510 (3734 indels),1926 (1013 indels),(No data),
Arecaceae Astrocaryum jauari,4324 bp,1,(No data),"4324 (23 'N', 2733 indels)",(No data),(No data),
Arecaceae Astrocaryum vulgare,5500 bp,1,(No data),"5500 (16 'N', 3696 indels)",(No data),(No data),
Arecaceae Attalea phalerata,5920 bp,1,(No data),"5920 (2 'N', 4054 indels)",(No data),(No data),
Arecaceae Attalea speciosa,7632 bp,3,1653 (145 indels),(No data),3821 (1738 indels),2158 (655 indels),
Arecaceae Bactris acanthocarpa,13345 bp,4,1647 (145 indels),"5872 (2 'N', 4010 indels)",3794 (1707 indels),2032 (613 indels),
Arecaceae Bactris campestris,5890 bp,1,(No data),"5890 (1 'N', 4026 indels)",(No data),(No data),
Arecaceae Bactris ferruginea,5920 bp,1,(No data),"5920 (2 'N', 4054 indels)",(No data),(No data),
Arecaceae Bactris hatschbachii,2930 bp,2,(No data),2202 (1434 indels),(No data),728 (29 indels),
Arecaceae Bactris setosa,728 bp,1,(No data),(No data),(No data),728 (29 indels),
Arecaceae Bactris simplicifrons,2943 bp,1,(No data),"2943 (25 'N', 2062 indels)",(No data),(No data),
Arecaceae Butia capitata,10084 bp,4,1574 (121 indels),5644 (3816 indels),1962 (1034 indels),904 (343 indels),
Arecaceae Copernicia prunifera,5343 bp,3,(No data),"1970 (10 'N', 1244 indels)",1890 (1013 indels),1483 (177 indels),
Arecaceae Desmoncus orthacanthos,6803 bp,4,1683 (145 indels),2194 (1438 indels),2355 (1413 indels),571 (28 indels),
Arecaceae Desmoncus polyacanthos,5889 bp,1,(No data),"5889 (40 'N', 4025 indels)",(No data),(No data),
Arecaceae Euterpe edulis,719 bp,1,(No data),(No data),(No data),719 (29 indels),
Arecaceae Euterpe oleracea,3642 bp,2,(No data),2099 (1304 indels),(No data),1543 (206 indels),
Arecaceae Geonoma schottiana,2864 bp,2,(No data),2145 (1411 indels),(No data),719 (29 indels),
Arecaceae Mauritia flexuosa,11164 bp,4,1660 (145 indels),5623 (3823 indels),2334 (1413 indels),1547 (227 indels),
Arecaceae Mauritiella comp. OUTSIDE,3899 bp,2,(No data),2352 (1500 indels),(No data),1547 (227 indels),
Arecaceae Oenocarpus comp. OUTSIDE,7462 bp,4,1683 (145 indels),"1360 (1 'N', 769 indels)",3837 (1742 indels),582 (29 indels),
Arecaceae Socratea exorrhiza,7036 bp,4,1681 (145 indels),1882 (1233 indels),1926 (1013 indels),1547 (227 indels),
Arecaceae Syagrus glaucescens,7660 bp,3,1683 (145 indels),(No data),3833 (1739 indels),2144 (656 indels),
Arecaceae Syagrus romanzoffiana,2914 bp,2,(No data),2186 (1437 indels),(No data),728 (29 indels),
Aristolochiaceae Aristolochia arcuata,3232 bp,1,(No data),3232 (2032 indels),(No data),(No data),
Aristolochiaceae Aristolochia chamissonis,3208 bp,1,(No data),3208 (2003 indels),(No data),(No data),
Aristolochiaceae Aristolochia cymbifera,3232 bp,1,(No data),3232 (2017 indels),(No data),(No data),
Aristolochiaceae Aristolochia elegans,3232 bp,1,(No data),3232 (2017 indels),(No data),(No data),
Aristolochiaceae Aristolochia eriantha,9500 bp,2,(No data),7722 (5096 indels),(No data),1778 (361 indels),
Aristolochiaceae Aristolochia esperanzae,3059 bp,1,(No data),3059 (1918 indels),(No data),(No data),
Aristolochiaceae Aristolochia gibertii,3232 bp,1,(No data),3232 (2017 indels),(No data),(No data),
Aristolochiaceae Aristolochia gigantea,9121 bp,4,1557 (122 indels),3949 (2395 indels),2102 (726 indels),1513 (202 indels),
Aristolochiaceae Aristolochia holostylis,8212 bp,1,(No data),8212 (5140 indels),(No data),(No data),
Aristolochiaceae Aristolochia labiata,8214 bp,1,(No data),"8214 (1 'N', 5213 indels)",(No data),(No data),
Aristolochiaceae Aristolochia melastoma,3226 bp,1,(No data),3226 (2029 indels),(No data),(No data),
Aristolochiaceae Aristolochia odoratissima,3232 bp,1,(No data),3232 (2017 indels),(No data),(No data),
Aristolochiaceae Aristolochia paulistana,3209 bp,1,(No data),3209 (2003 indels),(No data),(No data),
Aristolochiaceae Aristolochia pilosa,2740 bp,2,(No data),2158 (1419 indels),(No data),582 (29 indels),
Aristolochiaceae Aristolochia rojasiana,8212 bp,1,(No data),8212 (5066 indels),(No data),(No data),
Aristolochiaceae Aristolochia triangularis,3232 bp,1,(No data),3232 (2029 indels),(No data),(No data),
Aristolochiaceae Aristolochia trilobata,3232 bp,1,(No data),3232 (2014 indels),(No data),(No data),
Asparagaceae Hagenbachia comp. OUTSIDE,10753 bp,4,1572 (121 indels),3949 (2392 indels),3740 (1685 indels),1492 (177 indels),
Asparagaceae Herreria montevidensis,3189 bp,2,1642 (145 indels),(No data),(No data),1547 (206 indels),
Asparagaceae Herreria salsaparilha,10819 bp,4,1572 (121 indels),3949 (2383 indels),3758 (1685 indels),1540 (206 indels),
Asteraceae Acanthospermum australe,12416 bp,3,(No data),6734 (4417 indels),4134 (1914 indels),1548 (227 indels),
Asteraceae Acanthospermum hispidum,6610 bp,2,(No data),"6029 (230 'N', 4153 indels)",(No data),581 (29 indels),
Asteraceae Achyrocline alata,2543 bp,1,(No data),(No data),2543 (1468 indels),(No data),
Asteraceae Achyrocline satureioides,2543 bp,1,(No data),(No data),2543 (1468 indels),(No data),
Asteraceae Acritopappus catolesensis,4134 bp,1,(No data),(No data),4134 (1902 indels),(No data),
Asteraceae Acritopappus confertus,2274 bp,1,(No data),(No data),2274 (1196 indels),(No data),
Asteraceae Acritopappus heterolepis,4134 bp,1,(No data),(No data),4134 (1908 indels),(No data),
Asteraceae Acritopappus longifolius,4012 bp,1,(No data),(No data),4012 (1802 indels),(No data),
Asteraceae Acritopappus subtomentosus,2152 bp,1,(No data),(No data),2152 (1096 indels),(No data),
Asteraceae Adenostemma involucratum,8068 bp,2,(No data),3949 (2434 indels),"4119 (1 'N', 1905 indels)",(No data),
Asteraceae Ageratum conyzoides,7634 bp,3,(No data),2820 (1722 indels),4134 (1908 indels),680 (25 indels),
Asteraceae Ageratum fastigiatum,4134 bp,1,(No data),(No data),4134 (1908 indels),(No data),
Asteraceae Agrianthus carvalhoi,4132 bp,1,(No data),(No data),4132 (1908 indels),(No data),
